05/02/2011,15:08:38,2132.63
05/02/2011,15:08:39,2115.11
05/02/2011,15:08:41,2134.66
05/02/2011,15:08:42,2128.77
05/02/2011,15:08:43,2133.87
05/02/2011,15:08:45,2131.96
05/02/2011,15:08:47,1347.29
05/02/2011,15:08:48,1116.21
05/02/2011,15:08:50,1119.27
05/02/2011,15:08:51,1118.35
05/02/2011,15:08:52,1117.58
05/02/2011,15:08:54,1119.93
05/02/2011,15:08:55,1957.45
05/02/2011,15:08:56,1967.34
05/02/2011,15:08:58,1970.20
05/02/2011,15:08:59,1956.92
05/02/2011,15:09:00,1961.38
05/02/2011,15:09:02,1964.98
05/02/2011,15:09:03,1964.41
05/02/2011,15:09:05,1960.28
05/02/2011,15:09:06,1956.15
05/02/2011,15:09:07,1960.60
05/02/2011,15:09:09,1965.72
05/02/2011,15:09:10,1967.75
05/02/2011,15:09:12,1975.38
05/02/2011,15:09:13,1962.57
05/02/2011,15:09:15,1961.75
05/02/2011,15:09:16,1956.12
05/02/2011,15:09:17,1962.95
05/02/2011,15:09:19,1971.61
05/02/2011,15:09:20,1965.72
05/02/2011,15:09:22,1963.97
05/02/2011,15:09:23,1957.70
05/02/2011,15:09:24,1953.61
05/02/2011,15:09:26,1961.12
05/02/2011,15:09:27,1959.14
05/02/2011,15:09:29,1944.69
05/02/2011,15:09:30,1950.28
05/02/2011,15:09:31,1957.52
05/02/2011,15:09:33,1955.43
05/02/2011,15:09:34,1960.25
05/02/2011,15:09:36,1963.45
05/02/2011,15:09:37,1953.97
05/02/2011,15:09:38,1955.61
05/02/2011,15:09:40,1955.32
05/02/2011,15:09:41,1957.66
05/02/2011,15:09:51,1962.23
05/02/2011,15:09:53,1959.01
05/02/2011,15:14:14,2895.65
05/02/2011,15:14:24,2882.87
05/02/2011,15:14:35,2887.69
05/02/2011,15:15:27,2044.85
05/02/2011,15:16:38,2051.37
05/02/2011,15:18:21,24.97
05/02/2011,15:18:31,10.73
05/02/2011,15:18:43,14.75
05/02/2011,15:18:54,12.88
05/02/2011,15:19:05,13.04
05/02/2011,15:19:15,11.61
05/02/2011,15:19:25,11.38
05/02/2011,15:19:36,13.12
05/02/2011,15:19:47,9.24
05/02/2011,15:19:57,9.87
05/02/2011,15:20:30,2054.44
05/02/2011,15:20:40,2054.21
05/02/2011,15:20:51,2052.20
05/02/2011,15:21:01,2887.91
05/02/2011,15:21:12,2894.20
05/02/2011,15:21:22,2886.93
05/02/2011,15:21:33,2887.46
05/02/2011,15:21:44,2890.31
05/02/2011,15:21:54,2871.16
05/02/2011,15:22:05,2886.43
05/02/2011,15:22:15,2882.44
05/02/2011,15:22:26,2884.03
05/02/2011,15:22:36,2885.44
05/02/2011,15:22:47,2888.10
05/02/2011,15:22:57,2045.02
05/02/2011,15:23:07,2050.96
05/02/2011,15:23:18,2055.59
05/02/2011,15:23:28,2060.22
05/02/2011,15:23:38,2051.49
05/02/2011,15:23:49,2047.30
05/02/2011,15:23:59,2051.40
05/02/2011,15:24:20,2030.13
05/02/2011,15:24:30,2033.63
05/02/2011,15:24:41,2037.03
05/02/2011,15:24:51,1027.93
05/02/2011,15:25:02,1840.88
05/02/2011,15:25:12,2000.04
05/02/2011,15:25:23,2026.22
05/02/2011,15:25:33,2021.30
05/02/2011,15:25:44,2010.14
05/02/2011,15:25:55,2004.74
05/02/2011,15:26:05,2009.32
05/02/2011,15:26:16,1986.65
05/02/2011,15:26:37,1989.92
05/02/2011,15:26:58,2148.17
05/02/2011,15:27:09,2152.05
05/02/2011,15:27:19,2119.71
05/02/2011,15:27:30,2159.79
05/02/2011,15:27:41,2165.67
05/02/2011,15:28:02,2063.37
05/02/2011,15:28:12,2041.29
05/02/2011,15:28:23,4092.65
05/02/2011,15:28:34,4094.63
05/02/2011,15:28:44,4084.36
05/02/2011,15:28:55,4077.85
05/02/2011,15:29:05,4905.10
05/02/2011,15:29:16,4901.97
05/02/2011,15:29:27,4890.65
05/02/2011,15:29:37,4898.88
05/02/2011,15:29:48,4898.96
05/02/2011,15:29:58,4884.28
05/02/2011,15:30:09,4890.72
05/02/2011,15:30:20,4885.17
05/02/2011,15:30:30,4895.55
05/02/2011,15:30:41,4897.62
05/02/2011,15:30:51,2882.28
05/02/2011,15:31:02,2059.84
05/02/2011,15:31:13,2055.17
05/02/2011,15:31:23,2055.09
05/02/2011,15:31:34,2054.22
05/02/2011,15:31:45,2058.26
05/02/2011,15:31:55,2053.89
05/02/2011,15:32:06,2056.82
05/02/2011,15:32:16,2059.95
05/02/2011,15:32:27,2061.46
05/02/2011,15:32:37,2035.26
05/02/2011,15:32:48,2059.91
05/02/2011,15:32:59,2060.82
05/02/2011,15:33:09,1891.04
05/02/2011,15:33:20,1890.29
05/02/2011,15:33:30,1893.35
05/02/2011,15:33:41,1887.81
05/02/2011,15:33:52,1864.09
05/02/2011,15:34:02,1889.97
05/02/2011,15:34:13,1888.61
05/02/2011,15:34:23,1881.74
05/02/2011,15:34:34,1888.86
05/02/2011,15:34:45,1877.00
05/02/2011,15:34:55,1045.40
05/02/2011,15:35:06,2035.49
05/02/2011,15:35:16,2059.25
05/02/2011,15:35:27,2039.57
05/02/2011,15:35:37,1909.13
05/02/2011,15:35:48,1931.72
05/02/2011,15:35:59,1872.40
05/02/2011,15:36:10,1915.79
05/02/2011,15:36:21,1932.44
05/02/2011,15:36:31,1932.41
05/02/2011,15:36:41,1911.50
05/02/2011,15:36:52,2236.89
05/02/2011,15:37:02,2007.68
05/02/2011,15:37:13,2858.81
05/02/2011,15:37:24,2842.40
05/02/2011,15:37:34,2831.92
05/02/2011,15:37:45,2834.24
05/02/2011,15:37:56,2823.47
05/02/2011,15:38:06,2841.85
05/02/2011,15:38:17,2842.13
05/02/2011,15:38:27,2842.68
05/02/2011,15:38:38,2846.60
05/02/2011,15:38:49,2835.76
05/02/2011,15:38:59,2665.78
05/02/2011,15:39:10,1955.14
05/02/2011,15:39:20,1969.79
05/02/2011,15:39:31,1965.19
05/02/2011,15:39:41,1995.44
05/02/2011,15:39:52,1935.09
05/02/2011,15:40:03,1885.79
05/02/2011,15:40:13,1851.53
05/02/2011,15:40:24,1860.14
05/02/2011,15:40:34,1902.64
05/02/2011,15:40:45,1887.55
05/02/2011,15:40:55,1905.27
05/02/2011,15:41:06,1895.36
05/02/2011,15:41:17,1735.64
05/02/2011,15:41:27,1740.30
05/02/2011,15:41:38,1746.67
05/02/2011,15:41:48,1731.89
05/02/2011,15:41:59,1738.83
05/02/2011,15:42:09,1722.41
05/02/2011,15:42:19,1735.94
05/02/2011,15:42:29,1739.45
05/02/2011,15:42:40,1653.69
05/02/2011,15:42:50,1652.93
05/02/2011,15:43:01,973.39
05/02/2011,15:43:11,1863.42
05/02/2011,15:43:22,1860.52
05/02/2011,15:43:32,1868.94
05/02/2011,15:43:42,1867.75
05/02/2011,15:43:53,1862.54
05/02/2011,15:44:03,1810.16
05/02/2011,15:44:13,1826.88
05/02/2011,15:44:23,1825.42
05/02/2011,15:44:33,1817.45
05/02/2011,15:44:44,1819.50
05/02/2011,15:44:54,1827.73
05/02/2011,15:45:05,1827.42
05/02/2011,15:45:15,2662.29
05/02/2011,15:45:26,2657.43
05/02/2011,15:45:37,2658.44
05/02/2011,15:45:47,2666.54
05/02/2011,15:45:58,2673.60
05/02/2011,15:46:08,2677.33
05/02/2011,15:46:19,2673.38
05/02/2011,15:46:30,2681.57
05/02/2011,15:46:40,2672.94
05/02/2011,15:46:51,2678.61
05/02/2011,15:47:01,2671.01
05/02/2011,15:47:13,1846.79
05/02/2011,15:47:23,1838.04
05/02/2011,15:47:33,1839.80
05/02/2011,15:47:44,1841.52
05/02/2011,15:47:54,1844.73
05/02/2011,15:48:05,1849.51
05/02/2011,15:48:15,1842.15
05/02/2011,15:48:26,1841.38
05/02/2011,15:48:36,1844.29
05/02/2011,15:48:47,1841.24
05/02/2011,15:48:58,1839.28
05/02/2011,15:49:08,831.32
05/02/2011,15:49:18,1670.41
05/02/2011,15:49:28,1669.17
05/02/2011,15:49:39,1670.64
05/02/2011,15:49:49,1668.02
05/02/2011,15:49:59,1665.92
05/02/2011,15:50:10,1665.81
05/02/2011,15:50:20,1669.93
05/02/2011,15:50:31,1667.75
05/02/2011,15:50:41,1664.78
05/02/2011,15:50:52,1672.74
05/02/2011,15:51:02,2233.81
05/02/2011,15:51:13,1840.01
05/02/2011,15:51:24,1841.93
05/02/2011,15:51:34,1839.75
05/02/2011,15:51:45,1841.35
05/02/2011,15:51:55,1841.62
05/02/2011,15:52:06,1838.36
05/02/2011,15:52:16,1840.21
05/02/2011,15:52:27,1831.47
05/02/2011,15:52:37,1820.33
05/02/2011,15:52:48,1971.59
05/02/2011,15:52:58,1991.32
05/02/2011,15:53:09,1985.81
05/02/2011,15:53:19,2825.75
05/02/2011,15:53:30,2822.82
05/02/2011,15:53:41,2820.61
05/02/2011,15:53:51,2817.86
05/02/2011,15:54:02,2817.76
05/02/2011,15:54:12,2810.82
05/02/2011,15:54:23,2816.29
05/02/2011,15:54:34,2815.69
05/02/2011,15:54:44,2816.34
05/02/2011,15:54:55,2813.18
05/02/2011,15:55:06,2795.38
05/02/2011,15:55:16,1953.13
05/02/2011,15:55:27,1958.63
